,furnished,price,n_mean_price,neighbourhood,n_numb_temp,temporal,n_unemployment_relative,d_numb_temp,district,d_mean_price,bedrooms,bathrooms,square_meters,elevator,age_building,balcony,parking,heating,metro,energy_ratings,flat,floor_number,real_estate_agency,n_metro_stations,n_pop,n_pop_rel,n_disposable_income,n_unemployment,n_primary_educ,n_green_areas,n_mean_n02pp,n_spanish,n_popdensity,n_mean_age_flats,n_contracts,n_retail_stores,n_services,d_pop,d_pop_rel,d_avgmonth_income,d_noise_complaints,d_crime_rate,d_without_studies,d_primary_studies,d_secondary_studies,d_baccalaureate,d_university,d_no_spec,d_num_trees,d_mean_n02pp,d_spanish,d_metro_stations,d_poverty_risk,d_unemployment,d_unemployment_relative
BIG000168,0,6620,"4247,8",Sant Gervasi-Bonanova,"0,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",4,4,160,1,NA,1,1,1,0,A,1,Ground floor,1,2,"25,69",,"36,874","0,643","0,102","0,0469",21-25,"85,76",115,57,"0,0183",107,321,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
W-02RXP0,0,3631,"4247,8",Sant Gervasi-Bonanova,"0,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,116,1,16,1,1,1,0,B,1,Second floor,1,2,"25,69",,"36,874","0,643","0,102","0,0469",21-25,"85,76",115,57,"0,0183",107,321,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
2610,0,3341,"4247,8",Sant Gervasi-Bonanova,"0,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,130,1,NA,1,1,1,0,C,1,Second floor,1,2,"25,69",,"36,874","0,643","0,102","0,0469",21-25,"85,76",115,57,"0,0183",107,321,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
SC-0825,1,15000,"4247,8",Sant Gervasi-Bonanova,"0,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",11,8,773,0,83,1,1,1,0,D,0,Unknown,1,2,"25,69",,"36,874","0,643","0,102","0,0469",21-25,"85,76",115,57,"0,0183",107,321,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
BPPI - 5084,0,7500,"4247,8",Sant Gervasi-Bonanova,"0,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",4,4,376,0,63,1,1,1,0,F,0,Unknown,1,2,"25,69",,"36,874","0,643","0,102","0,0469",21-25,"85,76",115,57,"0,0183",107,321,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
100361469,0,2750,"4247,8",Sant Gervasi-Bonanova,"0,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",5,3,170,1,NA,0,0,1,1,ET,1,First floor,1,2,"25,69",,"36,874","0,643","0,102","0,0469",21-25,"85,76",115,57,"0,0183",107,321,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
CB_BCN_0714_A,0,2100,"4247,8",Sant Gervasi-Bonanova,"0,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,131,1,63,0,0,1,0,E,1,First floor,1,2,"25,69",,"36,874","0,643","0,102","0,0469",21-25,"85,76",115,57,"0,0183",107,321,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
2520,0,6500,"4247,8",Sant Gervasi-Bonanova,"0,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,180,0,NA,1,1,1,1,ET,1,First floor,1,2,"25,69",,"36,874","0,643","0,102","0,0469",21-25,"85,76",115,57,"0,0183",107,321,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
30351,0,3050,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",4,3,160,1,NA,1,0,1,1,D,1,Fourth floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
AB2304042,0,3800,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,3,180,1,45,0,1,1,1,C,1,Second floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
BCN-94,1,2760,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,114,1,57,0,0,1,1,ET,1,Fifth floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
100457440,0,800,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",0,1,35,1,NA,0,0,0,1,E,1,First floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
Muntaner I,1,2565,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",2,2,60,0,NA,0,0,0,1,ET,1,Ground floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
850133,0,1550,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",4,2,92,1,NA,1,0,1,1,E,1,Third floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
B-230328-43_A,1,2500,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,100,1,57,0,0,0,1,ET,1,First floorFirst floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
AB2303112,0,2190,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,3,103,1,56,0,0,1,1,C,1,Fourth floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
T16275-3,1,1995,"2379,333333",Sant Gervasi-Galvany,"2,00",1,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,1,78,1,NA,1,0,1,1,ET,1,Fourth floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
389TMA,1,1950,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,1,120,1,NA,1,0,0,1,ET,1,Sixth floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
2314,0,3100,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,121,1,NA,0,0,1,1,E,1,First floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
BCN-96,1,2380,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",2,1,88,1,60,0,0,1,0,ET,1,Ground floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
99464891,1,2300,"2379,333333",Sant Gervasi-Galvany,"2,00",1,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,1,134,1,98,1,0,1,1,E,1,Fourth floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
CBES1784,0,3050,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",5,3,184,1,NA,1,0,1,0,ET,1,Fourth floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
14127-OB_A,0,1700,"2379,333333",Sant Gervasi-Galvany,"2,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",4,2,119,1,61,0,0,0,0,E,1,Second floor,1,5,"47,18",,"37,290","1,172","0,093","0,0139",26-30,"85,49",280,63,"0,0381",330,648,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
101160550,1,1050,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",1,1,45,1,NA,0,0,1,1,D,1,Third floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
Guillem Tell,0,1375,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,81,1,54,1,0,1,1,D,1,Third floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
P7AR,1,1450,"1509,066667",El Puntxet i el Farró,"6,00",1,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",0,1,32,1,NA,0,0,1,1,C,1,First floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
Ferran Puig 64,0,1090,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",2,1,70,1,53,1,1,1,1,E,1,Second floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
Passeig Sant Gervasi,0,1600,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",4,2,110,1,81,0,0,1,1,G,1,Third floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
ALB-00519,1,2150,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",4,2,153,1,46,0,1,1,1,E,1,First floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
101145968,1,950,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",2,1,71,1,49,0,0,0,1,E,1,First floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
101097568,0,2000,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",3,2,141,1,NA,1,1,1,1,ET,1,Fourth floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
97266642,1,1400,"1509,066667",El Puntxet i el Farró,"6,00",1,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",2,1,65,1,43,0,0,1,1,D,1,Ground floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
AT2303020,1,1250,"1509,066667",El Puntxet i el Farró,"6,00",1,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",1,1,40,1,NA,0,0,1,0,E,1,Eighth floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
T15277-0,1,1250,"1509,066667",El Puntxet i el Farró,"6,00",1,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",0,1,30,1,NA,1,0,1,0,ET,1,First floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
ed3fd2b7d0769edc32ec,1,1991,"1509,066667",El Puntxet i el Farró,"6,00",1,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",2,1,80,1,NA,0,0,0,1,ET,1,Third floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
P_MITRER,0,1990,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",5,2,170,1,66,0,0,1,1,E,1,Fourth floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
2D1B.,1,1840,"1509,066667",El Puntxet i el Farró,"6,00",0,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",2,1,80,1,NA,0,0,1,1,C,1,Third floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
T15823-0,1,1250,"1509,066667",El Puntxet i el Farró,"6,00",1,"0,00",13,Sarriá-San Gervasiol ,"3080,644444",0,1,27,1,NA,0,0,1,1,ET,1,Third floor,1,1,"29,78",,"30,800","1,046","0,1","0,0072",26-30,"83,81",349,56,"0,0262",1090,1448,"150,888","9,066796781","1,8407","17,93","7,368379195","0,00523851","0,05266245","0,12116721","0,2745025","0,52174258","0,02468676",14351,24,"0,85434414",15,"11,29",2999,"1,987566937"
101181405,0,1100,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",2,1,70,1,NA,0,0,0,1,ET,1,First floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
A.P. 2336 GOMIS,0,2200,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",5,3,228,1,96,1,0,1,0,E,1,First floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
100709736,0,1080,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",3,1,100,1,NA,0,0,0,1,A,1,Ground floor,0,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AT1907014,1,1395,"1494,666667",Vallcarca y los Penitentes,"2,00",1,"0,00",9,Gracia,"1669,173333",2,1,60,1,NA,1,0,1,0,ET,1,Second floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AT1907008,1,1450,"1494,666667",Vallcarca y los Penitentes,"2,00",1,"0,00",9,Gracia,"1669,173333",2,1,65,1,NA,1,0,1,0,E,1,Ground floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
100788111,0,1400,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",4,2,96,1,46,1,0,1,0,E,1,Second floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
33315,0,1750,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",3,2,97,1,3,1,1,1,0,C,1,First floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
b-672,1,1300,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",3,1,80,1,NA,0,0,0,0,ET,1,Third floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
V-FARIGOLACASAD,0,1050,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",2,1,65,0,NA,1,0,0,0,E,0,Unknown,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
ACO3-5-4,0,1195,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",3,1,66,1,69,0,0,1,0,D,1,Fifth floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
gomisalquiler,0,2250,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",5,3,225,1,NA,1,0,1,0,D,1,Second floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
39459,0,1500,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",4,2,110,1,NA,0,1,0,0,ET,1,First floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
argentina-2,1,1800,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",3,2,80,1,59,1,0,1,0,ET,1,Fourth floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
104501,0,1400,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",3,2,80,1,NA,1,0,0,0,G,1,First floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
22229-2,0,1550,"1494,666667",Vallcarca y los Penitentes,"2,00",0,"0,00",9,Gracia,"1669,173333",3,2,105,1,15,1,0,1,0,ET,1,First floor,1,2,"16,08",,"26,010","0,687","0,167","0,0224",21-25,"82,92",129,54,"0,0112",285,620,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
IBCN18b,0,1800,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,88,1,1,1,0,1,0,ET,1,Fourth floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
KEA-0314,0,1600,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",5,3,132,1,43,1,0,1,0,E,1,Fourth floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
BIG000131,0,1800,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,162,1,4,1,0,1,0,ET,1,Fourth floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
ACBR00806,0,1050,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",3,1,70,0,NA,0,0,0,0,E,1,First floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
